Date,Open,High,Low,Close,Adj Close,Volume
2017-10-24,1.098000,1.098000,1.098000,1.098000,1.098000,0
2017-10-25,1.095000,1.098000,1.080000,1.083000,1.083000,0
2017-10-26,1.080000,1.083000,1.075000,1.080000,1.080000,0
2017-10-27,1.075000,1.075000,1.073000,1.073000,1.073000,0
2017-10-30,1.073000,1.080000,1.073000,1.075000,1.075000,0
2017-10-31,1.120000,1.123000,1.118000,1.123000,1.123000,0
2017-11-01,1.123000,1.138000,1.123000,1.138000,1.138000,0
2017-11-02,1.133000,1.143000,1.133000,1.138000,1.138000,0
2017-11-03,1.135000,1.148000,1.135000,1.148000,1.148000,0
2017-11-06,1.158000,1.160000,1.153000,1.158000,1.158000,0
2017-11-07,1.185000,1.208000,1.185000,1.188000,1.188000,0
2017-11-08,1.188000,1.200000,1.188000,1.195000,1.195000,0
2017-11-09,1.205000,1.228000,1.203000,1.203000,1.203000,0
2017-11-10,1.205000,1.205000,1.200000,1.200000,1.200000,0
2017-11-13,1.200000,1.200000,1.180000,1.185000,1.185000,0
2017-11-14,1.228000,1.240000,1.228000,1.240000,1.240000,0
2017-11-15,1.233000,1.245000,1.230000,1.230000,1.230000,0
2017-11-16,1.223000,1.235000,1.223000,1.230000,1.230000,0
2017-11-17,1.230000,1.240000,1.230000,1.240000,1.240000,0
2017-11-20,1.240000,1.245000,1.235000,1.240000,1.240000,0
2017-11-21,1.283000,1.290000,1.275000,1.278000,1.278000,0
2017-11-22,1.275000,1.278000,1.255000,1.265000,1.265000,0
2017-11-24,1.263000,1.263000,1.235000,1.240000,1.240000,0
2017-11-27,1.243000,1.243000,1.223000,1.223000,1.223000,0
2017-11-28,1.270000,1.270000,1.265000,1.265000,1.265000,0
2017-11-29,1.265000,1.265000,1.250000,1.258000,1.258000,0
2017-11-30,1.263000,1.263000,1.238000,1.238000,1.238000,0
2017-12-01,1.238000,1.255000,1.230000,1.235000,1.235000,0
2017-12-04,1.238000,1.250000,1.238000,1.245000,1.245000,0
2017-12-05,1.263000,1.283000,1.260000,1.283000,1.283000,0
2017-12-06,1.285000,1.290000,1.263000,1.263000,1.263000,0
2017-12-07,1.260000,1.270000,1.250000,1.260000,1.260000,0
2017-12-08,1.263000,1.263000,1.253000,1.253000,1.253000,0
2017-12-11,1.250000,1.265000,1.250000,1.263000,1.263000,0
2017-12-12,1.313000,1.313000,1.310000,1.310000,1.310000,0
2017-12-13,1.310000,1.315000,1.270000,1.273000,1.273000,0
2017-12-14,1.278000,1.293000,1.278000,1.283000,1.283000,0
2017-12-15,1.280000,1.290000,1.280000,1.285000,1.285000,0
2017-12-18,1.290000,1.320000,1.290000,1.315000,1.315000,0
2017-12-19,1.348000,1.353000,1.343000,1.353000,1.353000,0
2017-12-20,1.353000,1.370000,1.350000,1.350000,1.350000,0
2017-12-21,1.350000,1.350000,1.320000,1.320000,1.320000,0
2017-12-22,1.320000,1.320000,1.295000,1.298000,1.298000,0
2017-12-26,1.313000,1.315000,1.293000,1.303000,1.303000,0
2017-12-27,1.433000,1.435000,1.408000,1.408000,1.408000,0
2017-12-28,1.393000,1.413000,1.370000,1.370000,1.370000,0
2017-12-29,1.365000,1.380000,1.350000,1.355000,1.355000,0
2018-01-02,1.388000,1.400000,1.375000,1.378000,1.378000,0
2018-01-03,1.388000,1.390000,1.368000,1.370000,1.370000,0
2018-01-04,1.370000,1.375000,1.370000,1.370000,1.370000,0
2018-01-05,1.370000,1.370000,1.370000,1.370000,1.370000,0
2018-01-08,1.370000,1.380000,1.370000,1.380000,1.380000,0
2018-01-09,1.418000,1.420000,1.413000,1.415000,1.415000,0
2018-01-10,1.420000,1.423000,1.395000,1.395000,1.395000,0
2018-01-11,1.390000,1.405000,1.390000,1.403000,1.403000,0
2018-01-12,1.398000,1.415000,1.395000,1.410000,1.410000,0
2018-01-16,1.415000,1.425000,1.395000,1.395000,1.395000,0
2018-01-17,1.413000,1.415000,1.408000,1.415000,1.415000,0
2018-01-18,1.410000,1.418000,1.405000,1.405000,1.405000,0
2018-01-19,1.400000,1.403000,1.398000,1.403000,1.403000,0
2018-01-22,1.400000,1.400000,1.390000,1.390000,1.390000,0
2018-01-23,1.418000,1.418000,1.410000,1.413000,1.413000,0
2018-01-24,1.413000,1.415000,1.403000,1.410000,1.410000,0
2018-01-25,1.398000,1.400000,1.390000,1.393000,1.393000,0
2018-01-26,1.388000,1.388000,1.380000,1.388000,1.388000,0
2018-01-29,1.395000,1.395000,1.375000,1.375000,1.375000,0
2018-01-30,1.413000,1.428000,1.413000,1.425000,1.425000,0
2018-01-31,1.428000,1.443000,1.420000,1.430000,1.430000,0
2018-02-01,1.425000,1.455000,1.420000,1.453000,1.453000,0
2018-02-02,1.445000,1.455000,1.445000,1.450000,1.450000,0
2018-02-05,1.445000,1.463000,1.445000,1.458000,1.458000,0
2018-02-06,1.498000,1.498000,1.478000,1.488000,1.488000,0
2018-02-07,1.500000,1.533000,1.495000,1.515000,1.515000,0
2018-02-08,1.513000,1.533000,1.510000,1.515000,1.515000,0
2018-02-09,1.513000,1.525000,1.513000,1.525000,1.525000,0
2018-02-12,1.535000,1.558000,1.533000,1.535000,1.535000,0
2018-02-13,1.563000,1.580000,1.553000,1.570000,1.570000,0
2018-02-14,1.563000,1.575000,1.538000,1.550000,1.550000,0
2018-02-15,1.538000,1.560000,1.538000,1.560000,1.560000,0
2018-02-16,1.560000,1.570000,1.560000,1.570000,1.570000,0
2018-02-20,1.583000,1.585000,1.570000,1.573000,1.573000,0
2018-02-21,1.610000,1.613000,1.603000,1.608000,1.608000,0
2018-02-22,1.613000,1.613000,1.605000,1.605000,1.605000,0
2018-02-23,1.603000,1.605000,1.603000,1.605000,1.605000,0
2018-02-26,1.600000,1.613000,1.600000,1.608000,1.608000,0
2018-02-27,1.640000,1.640000,1.635000,1.635000,1.635000,0
2018-02-28,1.630000,1.630000,1.618000,1.618000,1.618000,0
2018-03-01,1.610000,1.618000,1.590000,1.590000,1.590000,0
2018-03-02,1.588000,1.605000,1.588000,1.605000,1.605000,0
2018-03-05,1.610000,1.630000,1.610000,1.625000,1.625000,0
2018-03-06,1.638000,1.653000,1.638000,1.643000,1.643000,0
2018-03-07,1.643000,1.650000,1.640000,1.650000,1.650000,0
2018-03-08,1.645000,1.645000,1.635000,1.635000,1.635000,0
2018-03-09,1.630000,1.640000,1.630000,1.635000,1.635000,0
2018-03-12,1.635000,1.645000,1.635000,1.643000,1.643000,0
2018-03-13,1.665000,1.690000,1.665000,1.690000,1.690000,0
2018-03-14,1.710000,1.718000,1.700000,1.718000,1.718000,0
2018-03-15,1.723000,1.735000,1.723000,1.733000,1.733000,0
2018-03-16,1.728000,1.740000,1.728000,1.738000,1.738000,0
2018-03-19,1.758000,1.760000,1.728000,1.728000,1.728000,0
2018-03-20,1.760000,1.760000,1.758000,1.758000,1.758000,0
2018-03-21,1.755000,1.760000,1.695000,1.710000,1.710000,0
2018-03-22,1.683000,1.693000,1.670000,1.683000,1.683000,0
2018-03-23,1.688000,1.695000,1.685000,1.688000,1.688000,0
2018-03-26,1.705000,1.713000,1.698000,1.705000,1.705000,0
2018-03-27,1.753000,1.755000,1.733000,1.733000,1.733000,0
2018-03-28,1.710000,1.720000,1.693000,1.695000,1.695000,0
2018-03-29,1.695000,1.705000,1.670000,1.670000,1.670000,0
2018-04-02,1.683000,1.688000,1.683000,1.683000,1.683000,0
2018-04-03,1.738000,1.740000,1.713000,1.713000,1.713000,0
2018-04-04,1.705000,1.705000,1.668000,1.668000,1.668000,0
2018-04-05,1.660000,1.678000,1.660000,1.675000,1.675000,0
2018-04-06,1.675000,1.680000,1.675000,1.680000,1.680000,0
2018-04-09,1.680000,1.680000,1.675000,1.675000,1.675000,0
2018-04-10,1.710000,1.715000,1.693000,1.695000,1.695000,0
2018-04-11,1.693000,1.695000,1.688000,1.693000,1.693000,0
2018-04-12,1.690000,1.705000,1.690000,1.705000,1.705000,0
2018-04-13,1.710000,1.718000,1.710000,1.718000,1.718000,0
2018-04-16,1.718000,1.733000,1.713000,1.713000,1.713000,0
2018-04-17,1.740000,1.755000,1.740000,1.755000,1.755000,0
2018-04-18,1.750000,1.783000,1.750000,1.770000,1.770000,0
2018-04-19,1.768000,1.790000,1.768000,1.783000,1.783000,0
