Date,Open,High,Low,Close,Adj Close,Volume
2017-10-24,101.050003,101.750000,99.290001,99.290001,99.290001,738101
2017-10-25,99.110001,103.400002,99.110001,102.199997,102.199997,881454
2017-10-26,102.250000,102.949997,101.349998,102.849998,102.849998,643475
2017-10-27,103.400002,103.550003,102.699997,103.099998,103.099998,494171
2017-10-30,103.300003,103.750000,103.150002,103.449997,103.449997,334019
2017-10-31,103.400002,105.099998,103.400002,104.349998,104.349998,508263
2017-11-01,104.949997,105.800003,104.650002,105.050003,105.050003,358864
2017-11-02,105.349998,105.750000,103.750000,104.099998,104.099998,526255
2017-11-03,103.949997,104.050003,103.150002,103.699997,103.699997,452231
2017-11-06,103.800003,104.849998,103.800003,104.349998,104.349998,333586
2017-11-07,104.699997,105.250000,103.800003,103.800003,103.800003,430830
2017-11-08,104.050003,104.599998,102.150002,103.500000,103.500000,651443
2017-11-09,103.599998,103.599998,99.989998,100.349998,100.349998,867755
2017-11-10,100.599998,101.349998,99.849998,100.199997,100.199997,549366
2017-11-13,100.550003,100.650002,98.830002,99.690002,99.690002,613819
2017-11-14,99.650002,101.349998,99.650002,100.500000,100.500000,510267
2017-11-15,100.000000,100.599998,99.720001,100.300003,100.300003,390427
2017-11-16,100.750000,101.550003,100.449997,101.500000,101.500000,444658
2017-11-17,101.500000,101.800003,99.599998,99.750000,99.750000,530799
2017-11-20,99.599998,100.599998,99.180000,100.500000,100.500000,447016
2017-11-21,100.599998,100.599998,99.570000,100.150002,100.150002,405088
2017-11-22,100.349998,100.900002,99.410004,99.680000,99.680000,508163
2017-11-23,99.599998,100.599998,98.559998,100.000000,100.000000,306273
2017-11-24,100.000000,101.800003,99.769997,101.349998,101.349998,428875
2017-11-27,101.349998,101.400002,100.099998,100.849998,100.849998,396669
2017-11-28,100.900002,101.750000,100.199997,101.300003,101.300003,361236
2017-11-29,101.849998,101.849998,97.400002,97.400002,97.400002,903985
2017-11-30,97.000000,97.760002,96.599998,96.879997,96.879997,1063448
2017-12-01,97.199997,97.779999,95.400002,96.660004,96.660004,706022
2017-12-04,97.730003,98.349998,96.589996,96.980003,96.980003,619309
2017-12-05,96.629997,96.849998,95.029999,96.500000,96.500000,777491
2017-12-06,95.410004,96.290001,94.949997,95.580002,95.580002,634563
2017-12-07,96.000000,96.769997,95.690002,96.440002,96.440002,517236
2017-12-08,97.500000,98.139999,97.150002,97.959999,97.959999,523654
2017-12-11,97.889999,97.889999,96.400002,96.699997,96.699997,413330
2017-12-12,97.000000,99.099998,96.519997,99.099998,99.099998,762940
2017-12-13,98.870003,99.129997,97.940002,99.129997,99.129997,537418
2017-12-14,99.089996,99.449997,98.260002,98.959999,98.959999,581338
2017-12-15,98.599998,98.949997,96.919998,97.050003,97.050003,1020037
2017-12-18,97.779999,99.070000,97.660004,98.720001,98.720001,569878
2017-12-19,98.800003,99.089996,98.300003,98.610001,98.610001,365778
2017-12-20,98.519997,98.879997,97.290001,98.160004,98.160004,484343
2017-12-21,97.730003,98.830002,96.980003,98.639999,98.639999,511484
2017-12-22,98.190002,99.540001,97.800003,99.519997,99.519997,454710
2017-12-27,99.370003,99.629997,97.919998,98.750000,98.750000,371526
2017-12-28,98.750000,99.190002,98.580002,98.879997,98.879997,309220
2017-12-29,98.879997,99.150002,98.209999,98.889999,98.889999,219497
2018-01-02,98.860001,99.000000,97.720001,99.000000,99.000000,374579
2018-01-03,98.879997,101.150002,98.779999,101.000000,101.000000,518773
2018-01-04,101.449997,101.800003,100.900002,101.349998,101.349998,462982
2018-01-05,101.550003,102.550003,101.000000,102.500000,102.500000,525044
2018-01-08,102.750000,102.949997,102.150002,102.400002,102.400002,318211
2018-01-09,102.449997,104.599998,102.349998,104.400002,104.400002,660337
2018-01-10,105.150002,107.250000,104.050003,104.150002,104.150002,711395
2018-01-11,104.300003,105.900002,104.050003,105.349998,105.349998,513773
2018-01-12,105.949997,106.349998,105.099998,106.349998,106.349998,377957
2018-01-15,106.500000,106.599998,105.449997,106.300003,106.300003,348022
2018-01-16,106.400002,107.650002,106.000000,106.300003,106.300003,486603
2018-01-17,105.900002,107.050003,105.449997,106.050003,106.050003,466877
2018-01-18,106.550003,106.849998,105.449997,106.550003,106.550003,451226
2018-01-19,106.699997,108.500000,106.449997,108.449997,108.449997,518847
